,judul,nim,kata_kunci,mix_feature
72,PEMBUATAN DATASET KATA SINGKATAN BAHASA INDONESIA MENGGUNAKAN METODE CROWDSOURCING,71150166,"crowdsourcing, dataset",dataset singkat bahasa indonesia metode crowdsourcing crowdsourcing metode kumpul data manfaat sumber lingkung metode crowdsourcing kumpul data singkat bahasa indonesia kumpul paham kalang mudah cepat teliti bentuk dataset singkat bahasa indonesia metode crowdsourcing sistem kumpul data sumber upa tweet kumpul twitter data sortir dasar verifikasi isi tweet proses tweet sortir database tampil kuesioner website site  responden terap metode crowdsourcing teliti sebar kuesioner website site  responden responden data uji proses isi dataset singkat bahasa indonesia hasil teliti dataset tampil tabel isi singkat keywords crowdsourcing dataset
73,ANALISIS USER INTERFACE DAN USER EXPERIENCE PADA SISTEM INFORMASI KERJA PRAKTIK INFORMATIKA UKDW,71150063,"User Centered Design, Kerja Praktik, System Usability Scale,
Analisis Situs Web", analisa user interface user experience sistem informasi praktik informatika ukdw sistem informasi praktik informatika proyek prodi informatika butuh informasi praktik kembang segi fitur-fitur antarmuka tampil antarmuka kembang mahasiswa informatika situs website site  sulit dosen koordinator praktik informatika informasi sistem lengkap penuh mudah sistem hasil survei sederhana wawancara skenario tugas teliti metode user ucd design analisa situs website site  praktik informatika teliti ukur tingkat efektivitas efisien puas ukur tingkat puas system usability scale sus temu hasil uji responden analisa hasil  analisa mudah kembang sistem teliti tahap hasil tahap nilai ukur efektivitas efesiensi puas tingkat hasil  analisa tahap tingkat tampil desain ulang dasar saran user ucd design praktik system usability scale  analisa situs website site 
74,PENERAPAN DESAIN JARINGAN NRF24L01 BERBASIS APLIKASI IoT PADA SISTEM MONITORING AKTIVITAS PENGAWASAN GEDUNG,71160065,"Internet of Things, penjadwalan satpam, QR Code dinamis, MQTT, NRF24L01, Android",terap desain jaring bas aplikasi iot sistem monitoring aktivitas awas gedung salah tindak preventif tugas satpam jaga aman tertib awas kontrol rutin lingkung selesai jaga buah lokasi tugas pos induk catat hasil awas buku giat waktu efektif tugas giat awas jarak lokasi jaga pos induk implementasi jaring bas aplikasi internet of things iot solusi sistem 2 jenis perangkat jaring gateway node komunikasi data lokasi jaga buah aplikasi website site  manfaat kirim data shift key unik gateway jaring mqtt payload shift terima gateway node sesuai jaring node konversi shift key terima qr code tampil lcd tugas aplikasi android pindai qr code lapor kondisi lokasi dasar hasil simpul sistem hasil implementasi butuh perangkat gateway posisi strategis komunikasi enam perangkat node lokasi jaga tugas satpam sebar lingkung ukdw implementasi sistem sukses tugas lapor lokasi awas mudah pos induk jaga aman akurat data sistem qr code dinamis internet of things jadwal satpam qr code dinamis mqtt android
75,PENERAPAN INTERNET OF THINGS DALAM SISTEM PENCARIAN TEMPAT PARKIR DENGAN METODE FMADM,71160061,"Internet of Things, Rekomendasi Tempat Parkir, Algoritma FMADM, NodeMCU ESP8266, Modul Laser, Android, Flutter, Sails JS",terap internet of things sistem cari parkir metode fmadm supir bus pariwisata kunjung malioboro terkadang alami sulit cari parkir supir bus ruang parkir parkir cari parkir akibat waktu kunjung potong cegah sistem bas komputer rekomendasi parkir bus waktu kunjung efektif efisien teliti sedia aplikasi rekomendasi parkir algoritma fmadm terap internet of things aplikasi jalan platform android rekomendasi hasil perhati 3 kriteria slot sisa jarak durasi sisa slot parkir hitung bus parkir pintu parkir pasang alat deteksi bus mikrokontroler nodemcu laser transmitter laser receiver jarak durasi google distance matrix api aplikasi rekomendasi parkir bahasa pemrograman flutter sails js teliti uji implementasi algoritma fmadm akurasi alat deteksi bus performance aplikasi rekomendasi parkir hasil uji bukti rekomendasi hasil algoritma fmadm milik persentase perhati slot sisa parkir perhati jarak waktu tempuh parkir deteksi bus hasil sensor laser milik tingkat akurasi sistem supir bus mudah cepat pilih parkir kunjung malioboro internet of things rekomendasi parkir algoritma fmadm nodemcu modul laser android flutter sails js
76,PENINGKATAN USABILITAS ANTARMUKA WEB PEMESANAN MAKANAN STUDI KASUS : E-COMMERCE PT. KDM,71170169,"Usability testing, Performance based metrics, System usability scale, Peningkatan usabilitas",tingkat usabilitas antarmuka website site  mesan makan studi e-commerce pt kdm situs website site  food kdm salah situs jual beli produk makan minum situs raup untung jual produk makan minum alam situs perhati tingkat usabilitas mudah situs teliti tingkat usabilitas tampil antarmuka situs pengingkatan usabilitas ukur performance based metrics system usability scale ukur task success respoonden hasil gagal tugas ukur time on task perhati waktu responden selesai tugas ukur error perhati salah responden tugas ukur efficiency hitung kombinasi taks success time on task acu uji temu hasil tingkat usabilitas antarmuka hasil bukti tingkat usabilitas kombinasi task success time on task error system usability scale nilai efficiency alami alami usability testing performance based metrics system usability scale tingkat usabilitas
77,IMPLEMENTASI PROTOKOL PENDUKUNG SINGLE SIGN-ON BERDASAR SISTEM IDENTITY DAN ACCESS MANAGEMENT KEYCLOAK,71150013,"SSO, Keycloak, prototype, RESTful API",implementasi protokol dukung single sign-on dasar sistem identity access management keycloak metode single sign-on sso mudah proses autentikasi otorisasi akun proses autentikasi akses layan sistem sso terap nilai rumit implementasi sso terap protokol kukic teliti gambar proses prototype sistem informasi sinode wilayah gki siswa gki terap metode sso keycloak sedia identitas manajemen akses arsitektur sistem kembang bas restful api aplikasi front-end kembang platform website site  desktop mobile autentikasi proses autentikasi hasil token akses layan back-end bas website site  servis umum metode single sign-on terap manfaat library platform terap temu temu hubung proses logout proses logout platform desktop mobile gagal hapus sesi keycloak fungsi manajemen token platform desktop mobile teliti hasil selesai temu fungsi sistem kembang tahap uji mandiri hasil sesuai teliti implementasi metode sso sistem siswa gki sistem metode sso autentikasi otorisasi keycloak sedia identitas akses manajemen sso keycloak prototype restful api
78,PERBANDINGAN PENGGUNAAN METODE SIMPLE MULTI ATTRIBUTE RATING TECHNIQUE DENGAN SIMPLE ADDITIVE WEIGHTING DALAM PEMILIHAN KULINER DI YOGYAKARTA,71150142,"Kecerdasan Buatan, Teknik Informatika, Simple Multi Atribut Rating Technique, Simple Additive Weighting.",banding metode simple multi atribut rating technique simple additive weighting pilih kuliner yogyakarta kembang kuliner kota yogyakarta makan kategori makan acu cari makan mudah proses cari makan buah sistem cari makan hasil upa rangking dasar kategori cari cari makan cepat akurat aplikasi kembang metode substansi  analisa komparatif metode simple additive weighting saw simple multi atribut rating technique smart jalan sistem operasi android kriteria rekomendasi harga menu jarak rumah makan kapasitas unjung variasi menu sedia wi-fi lahan parkir aplikasi simpul data rumah makan coba tingkat akurat dasar metode sistem bangun hasil upa rangking rekomendasi rumah makan hasil database website site  service dasar uji tingkat akurat sistem rata rata akurat sistem 2 tingkat akurat tingakat akurat metode smart metode saw cerdas teknik informatika simple multi atribut rating technique simple additive weighting
79,VISUALISASI DATA STATISTIK JEMAAT GKJ KLASIS KARTASURA,71170213,"Data jemaat, Statistika jemaat, KPI,  Dashboard visualisasi",visualisasi data statistik jemaat gkj klasis kartasura data lapor statistika jemaat gereja klasis simpan gereja data pisah gereja data lapor statistika jemaat simpan bentuk sheet teliti mudah klasis gereja baca analisa data statistic jemaat visualisasi dashboard visualisasi dasar data mart jemaat dashboard sesuai key performance indicator kpi milik gereja kpi proses wawancara gereja muka dashboard bangun javascript evaluasi user experience kuesioner user experience questionnaire ueq hasil nilai excellent skala nilai skala nilai excellent tinggi 2 efisiensi 2 data jemaat statistika jemaat kpi dashboard visualisasi
80,IMPLEMENTASI SIMPLE KNOWLEDGE ORGANIZATION SYSTEM DALAM MEMBANGUN WEBSITE TESAURUS BAHASA INDONESIA,71160116,"Simple Knowledge Organization System, tesaurus",implementasi simple knowledge organization system bangun website site site tesaurus bahasa indonesia tesaurus buku deskripsi sinonim umum teliti bangun website site site tesaurus bahasa indonesia rancang mudah ajar mahasiswa masyarakat umum kamus online tesaurus data tesaurus representasi simple knowledge organization system simpan bentuk resource description framework rdf sistem simpan framework apache jena fuseki query sparql sistem tampil data skos stemming tampil dasar tampil taksonomi relasi sesuai cari simple knowledge organization system tesaurus
81,PERANCANGAN WEBSITE INFORMASI KAIN ULOS BATAK TOBA SEBAGAI UPAYA PELESTARIAN ULOS,71160096,"Goal-Directed design, Usability testing, Kain Ulos Batak Toba",ancang website site site informasi kain ulos batak toba upaya lestari ulos user interface antarmuka tampil visual jembatan sistem aplikasi antarmuka buah sistem aplikasi tampil antarmuka terap website site site bangun mudah website site iste bangun bangun paham lestari budaya lestari budaya kain ulos batak toba medan sumatera utara kain ulos ciri khas suku batak turun turun kembang tulis bangun buah website site site antarmuka bantu lestari kain ulos digital akses teliti website site site bangun metode goal-directed design 6 tahap reserch modelling requirement framework definition refinement development support selesai 6 tahap website site site bangun uji metode usability testing system usability scale sus usability testing 2 aspek task success time on task system usability scale sebar kuesioner responden hasil uji alami tingkat signifikan usabilitas website site site rata goal-directed design usability testing kain ulos batak toba
82,PENGEMBANGAN MOTIF BATIK BONSAI BENTUK CHOKKAN DENGAN LINDENMAYER SYSTEM,71150102,"Lindenmayer system, web, aplikasi, batik, bonsai",kembang motif batik bonsai bentuk chokkan lindenmayer system batik salah waris budaya indonesia kenal negeri kain batik kenal motif agama milik indah motif hasil manual makan waktu milik tingkat kerumit tinggi butuh buah metode sistem mudah motif batik metode batik digital kembang metode batik fractal batik fractal batik motif rancang hitung matematika salah sistem hitung matematis rancang bentuk fractal lindenmayer system teliti tulis sistem hasil motif batik inspirasi pohon bonsai jenis chokkan sistem bas website site  bangun javascript dasar teori l-system sistem 3 input jenis pola ulang iterasi sudut gambar simpul teliti lindenmayer system terap sistem hasil pola desain input sistem milik peran bentuk pola kombinasi pola input iterasi sudut hasil buah sistem hasil bentuk pola desain batik lindenmayer system website site  aplikasi batik bonsai
83,IMPLEMENTASI SISTEM PEMANTAU JARAK JAUH DETAK JANTUNG PASIEN,71150006,"IoT, Denyut jantung, Sensor, Firebase",implementasi sistem pantau jarak detak jantung pasien jantung organ vital tubuh manusia sehat jantung cermin kondisi sehat tubuh sakit kronis hubung jantung indonesia data tri sehat republik indonesia tahun estimasi 1 usia tahun tinggi usia tahun kunjung dokter atur sadar pasien pantau rutin sehat tangan sakit jantung lambat bangun buah sistem pantau detak jantung pasien jarak bas internet of things iot komunikasi perangkat cloud storage firebase simpan data detak jantung pasien tangkap sensor ambil data detak jantung sensor pulse heart rate sensor green light hitung ubah volume darah buluh darah sensor pulse heart rate sensor milik hasil rata - rata beda ambil denyut nadi manual 4 3 denyut menit cepat kirim data sensor firebase 1 detik tingkat akurasi alat iot denyut jantung sensor firebase
84,PENERAPAN DESAIN JARINGAN LORA BERBASIS APLIKASI IoT PADA SISTEM MONITORING AKTIVITAS PENGAWASAN GEDUNG,71160087,"Internet of Things, Penjadwalan satpam, LoRa, MQTT, QRCode, WiFi module, microcontroller, NodeMCU ESP8266, python, laravel, VueJS",terap desain jaring lora bas aplikasi iot sistem monitoring aktivitas awas gedung universitas kristen duta wacana satpam tugas jaga lokasi sesuai jadwal satpam selesai jaga lokasi satpam kantor pusat lapor lokasi satpam titik efektif satpam bolak-balik kantor pusat lapor buah teliti kembang sistem monitoring aktivitas awas gedung bas aplikasi iot koneksi wi-fi sistem sulit implementasi ukdw ukdw gedung andal koneksi wi-fi jangkau bas meter sulit kirim data kembang sistem makan biaya tinggi daya tinggi titik jaga satpam jangkau koneksi wi-fi berangkat tulis teliti kembang jaring lora terap sistem jaring lora tulis kembang website site  admin back-end sistem script python capai teliti terap desain jaring lora bas aplikasi iot sistem monitoring aktivitas awas gedung evaluasi performance jaring manfaat teliti tingkat efektivitas satpam jaga lokasi mudah supervisor satpam evaluasi aman ukdw halaman admin tampil lapor jaga satpam internet of things jadwal satpam lora mqtt qrcode wi-fi module mikrokontroler nodemcu python laravel vuejs
